"id","Fatality"
1,0.30569546687332716
2,0.30569546687332716
3,0.30569546687332716
4,0.04665909707133473
5,0.46592990112652866
6,0.7345526520069648
7,0.5241248817407756
8,0.30569546687332716
9,0.9111245431575014
10,0.22997584256422576
11,0.8127990510568198
12,0.30569546687332716
13,0.806598064316204
14,0.18271491655673192
15,0.30569546687332716
16,0.30569546687332716
17,0.09796135599236223
18,0.30569546687332716
19,0.30569546687332716
20,0.5596064970986505
21,0.30569546687332716
22,0.30569546687332716
23,0.30569546687332716
24,0.7345526520069648
25,0.30569546687332716
26,0.7345526520069648
27,0.30569546687332716
28,0.16082728159215007
29,0.7369063332752214
30,0.30569546687332716
31,0.30569546687332716
32,0.17009384253620793
33,0.30569546687332716
34,0.30569546687332716
35,0.8614867615503207
36,0.30569546687332716
37,0.48998926293186645
38,0.30569546687332716
39,0.30569546687332716
40,0.30569546687332716
41,0.17009384253620793
42,0.7958029578207209
43,0.30569546687332716
44,0.5016815792571369
45,0.16082728159215007
46,0.30569546687332716
47,0.17009384253620793
48,0.30569546687332716
49,0.30569546687332716
50,0.30569546687332716
51,0.30569546687332716
52,0.30569546687332716
53,0.7529921425483597
54,0.16082728159215007
55,0.30569546687332716
56,0.8127990510568198
57,0.7369063332752214
58,0.30569546687332716
59,0.30569546687332716
60,0.30569546687332716
61,0.7345526520069648
62,0.30569546687332716
63,0.30569546687332716
64,0.4092432546483702
65,0.16082728159215007
66,0.16082728159215007
67,0.30569546687332716
68,0.16082728159215007
69,0.17009384253620793
70,0.8127990510568198
71,0.6909074863686174
72,0.30569546687332716
73,0.30569546687332716
74,0.29620699431539504
75,0.30569546687332716
76,0.30569546687332716
77,0.30569546687332716
78,0.30569546687332716
79,0.30569546687332716
80,0.30569546687332716
81,0.7569025499857642
82,0.17009384253620793
83,0.30569546687332716
84,0.30569546687332716
85,0.30569546687332716
86,0.30569546687332716
87,0.30569546687332716
88,0.30569546687332716
89,0.30569546687332716
90,0.5595930109044109
91,0.2602021690619616
92,0.30569546687332716
93,0.9008990348027912
94,0.30569546687332716
95,0.30569546687332716
96,0.8127990510568198
97,0.30569546687332716
98,0.30569546687332716
99,0.30569546687332716
100,0.30569546687332716
101,0.30569546687332716
102,0.30569546687332716
103,0.30569546687332716
104,0.30569546687332716
105,0.30569546687332716
106,0.30569546687332716
107,0.30569546687332716
108,0.30569546687332716
109,0.30569546687332716
110,0.30569546687332716
111,0.30569546687332716
112,0.30569546687332716
113,0.41926529805822416
114,0.30569546687332716
115,0.30569546687332716
116,0.30569546687332716
117,0.30569546687332716
118,0.30569546687332716
119,0.30569546687332716
120,0.30569546687332716
121,0.30569546687332716
122,0.7352685811897192
123,0.30569546687332716
124,0.30569546687332716
125,0.30569546687332716
126,0.7062437560109825
127,0.8127990510568198
128,0.16082728159215007
129,0.30569546687332716
130,0.30569546687332716
131,0.30569546687332716
132,0.30569546687332716
133,0.8127990510568198
134,0.7345526520069648
135,0.16082728159215007
136,0.30569546687332716
137,0.16082728159215007
138,0.17009384253620793
139,0.16082728159215007
140,0.30569546687332716
141,0.30569546687332716
142,0.30569546687332716
143,0.30569546687332716
144,0.30569546687332716
145,0.30569546687332716
146,0.30569546687332716
147,0.07843164482570462
148,0.8127990510568198
149,0.2602021690619616
150,0.5470085136672448
151,0.8127990510568198
152,0.7569025499857642
153,0.30569546687332716
154,0.8127990510568198
155,0.30569546687332716
156,0.30569546687332716
157,0.30569546687332716
158,0.30569546687332716
159,0.8127990510568198
160,0.30569546687332716
161,0.30569546687332716
162,0.5406522475550329
163,0.30569546687332716
164,0.30569546687332716
165,0.30569546687332716
166,0.30569546687332716
167,0.30569546687332716
168,0.7345526520069648
169,0.30569546687332716
170,0.8127990510568198
171,0.30569546687332716
172,0.16082728159215007
173,0.16082728159215007
174,0.17009384253620793
175,0.8127990510568198
176,0.30569546687332716
177,0.6861496720912669
178,0.3331982687676445
179,0.30569546687332716
180,0.30569546687332716
181,0.17009384253620793
182,0.30569546687332716
183,0.17009384253620793
184,0.30569546687332716
185,0.6201222730124595
186,0.30569546687332716
187,0.30569546687332716
188,0.30569546687332716
189,0.30569546687332716
190,0.18019766450862096
191,0.17009384253620793
192,0.30569546687332716
193,0.7043903374441899
194,0.8127990510568198
195,0.30569546687332716
196,0.7345526520069648
197,0.30569546687332716
198,0.30569546687332716
199,0.30569546687332716
200,0.8127990510568198
201,0.8076571211705137
